1652555854.097631 server started (38793): version 3.2a, socket /private/tmp/tmux-501/default, protocol 8
1652555854.098594 input_key_build: 0x850000010e099 (M-S-F1[I]) is \033[1;4P
1652555854.098606 input_key_build: 0x850000010e09a (M-S-F2[I]) is \033[1;4Q
1652555854.098610 input_key_build: 0x850000010e09b (M-S-F3[I]) is \033[1;4R
1652555854.098614 input_key_build: 0x850000010e09c (M-S-F4[I]) is \033[1;4S
1652555854.098618 input_key_build: 0x850000010e09d (M-S-F5[I]) is \033[15;4~
1652555854.098622 input_key_build: 0x850000010e09e (M-S-F6[I]) is \033[17;4~
1652555854.098626 input_key_build: 0x850000010e09f (M-S-F7[I]) is \033[18;4~
1652555854.098630 input_key_build: 0x850000010e0a0 (M-S-F8[I]) is \033[19;4~
1652555854.098634 input_key_build: 0x850000010e0a1 (M-S-F9[I]) is \033[20;4~
1652555854.098638 input_key_build: 0x850000010e0a2 (M-S-F10[I]) is \033[21;4~
1652555854.098642 input_key_build: 0x850000010e0a3 (M-S-F11[I]) is \033[23;4~
1652555854.098646 input_key_build: 0x850000010e0a4 (M-S-F12[I]) is \033[24;4~
1652555854.098650 input_key_build: 0x850000010e0a5 (M-S-IC[I]) is \033[2;4~
1652555854.098654 input_key_build: 0x850000010e0a6 (M-S-DC[I]) is \033[3;4~
1652555854.098658 input_key_build: 0x850000010e0a7 (M-S-Home[I]) is \033[1;4H
1652555854.098662 input_key_build: 0x850000010e0a8 (M-S-End[I]) is \033[1;4F
1652555854.098666 input_key_build: 0x850000010e0a9 (M-S-NPage[I]) is \033[6;4~
1652555854.098670 input_key_build: 0x850000010e0aa (M-S-PPage[I]) is \033[5;4~
1652555854.098674 input_key_build: 0x850000010e0ac (M-S-Up[I]) is \033[1;4A
1652555854.098678 input_key_build: 0x850000010e0ad (M-S-Down[I]) is \033[1;4B
1652555854.098682 input_key_build: 0x850000010e0ae (M-S-Left[I]) is \033[1;4D
1652555854.098686 input_key_build: 0x850000010e0af (M-S-Right[I]) is \033[1;4C
1652555854.098690 input_key_build: 0x870000010e099 (C-M-S-F1[I]) is \033[1;8P
1652555854.098694 input_key_build: 0x870000010e09a (C-M-S-F2[I]) is \033[1;8Q
1652555854.098698 input_key_build: 0x870000010e09b (C-M-S-F3[I]) is \033[1;8R
1652555854.098702 input_key_build: 0x870000010e09c (C-M-S-F4[I]) is \033[1;8S
1652555854.098706 input_key_build: 0x870000010e09d (C-M-S-F5[I]) is \033[15;8~
1652555854.098710 input_key_build: 0x870000010e09e (C-M-S-F6[I]) is \033[17;8~
1652555854.098714 input_key_build: 0x870000010e09f (C-M-S-F7[I]) is \033[18;8~
1652555854.098718 input_key_build: 0x870000010e0a0 (C-M-S-F8[I]) is \033[19;8~
1652555854.098723 input_key_build: 0x870000010e0a1 (C-M-S-F9[I]) is \033[20;8~
1652555854.098727 input_key_build: 0x870000010e0a2 (C-M-S-F10[I]) is \033[21;8~
1652555854.098731 input_key_build: 0x870000010e0a3 (C-M-S-F11[I]) is \033[23;8~
1652555854.098735 input_key_build: 0x870000010e0a4 (C-M-S-F12[I]) is \033[24;8~
1652555854.098739 input_key_build: 0x870000010e0a5 (C-M-S-IC[I]) is \033[2;8~
1652555854.098743 input_key_build: 0x870000010e0a6 (C-M-S-DC[I]) is \033[3;8~
1652555854.098747 input_key_build: 0x870000010e0a7 (C-M-S-Home[I]) is \033[1;8H
1652555854.098751 input_key_build: 0x870000010e0a8 (C-M-S-End[I]) is \033[1;8F
1652555854.098755 input_key_build: 0x870000010e0a9 (C-M-S-NPage[I]) is \033[6;8~
1652555854.098759 input_key_build: 0x870000010e0aa (C-M-S-PPage[I]) is \033[5;8~
1652555854.098763 input_key_build: 0x870000010e0ac (C-M-S-Up[I]) is \033[1;8A
1652555854.098767 input_key_build: 0x870000010e0ad (C-M-S-Down[I]) is \033[1;8B
1652555854.098771 input_key_build: 0x870000010e0ae (C-M-S-Left[I]) is \033[1;8D
1652555854.098775 input_key_build: 0x870000010e0af (C-M-S-Right[I]) is \033[1;8C
1652555854.098784 yylex_token: bind
1652555854.098790 yylex_token: -N
1652555854.098797 yylex_token: Send the prefix key
1652555854.098803 yylex_token: C-b
1652555854.098808 yylex_token: send-prefix
1652555854.098825 cmd_parse_build_commands: 0 bind
1652555854.098831 cmd_parse_build_commands: argv[0]=bind
1652555854.098837 cmd_parse_build_commands: argv[1]=-N
1652555854.098843 cmd_parse_build_commands: argv[2]=Send the prefix key
1652555854.098848 cmd_parse_build_commands: argv[3]=C-b
